,accession#,filing_year,entity,label
3455,0000320351-15-000332,2015,the year 2010,DATE
3456,0000320351-15-000332,2015,a few years of 2010,DATE
3457,0000320351-15-000332,2015,age 65,DATE
3458,0001193125-15-416034,2015,november 30 2015,DATE
3459,0001193125-15-416034,2015,’s,ORG
3460,0001193125-15-416034,2015,the next one to two years,DATE
3461,0001193125-15-416034,2015,’s,ORG
3462,0001193125-15-172415,2015,’s,ORG
3463,0001193125-15-172415,2015,1  as,QUANTITY
3464,0000949377-15-000065,2015,’s,ORG
3465,0000949377-15-000065,2015,up to 25 billion,MONEY
3466,0000949377-15-000065,2015,up to 25 billion,MONEY
3467,0000834798-15-000043,2015,december 31 2014,DATE
3468,0000834798-15-000043,2015,’s,ORG
3469,0000834798-15-000043,2015,’s,ORG
3470,0000898531-15-000095,2015,between 1 billion and 10 billion,MONEY
3471,0000898531-15-000095,2015,american,NORP
3472,0000898531-15-000095,2015,annual,DATE
3473,0000898531-15-000095,2015,the previous year,DATE
3474,0000898531-15-000095,2015,the past three,DATE
3475,0000898531-15-000095,2015,’s,ORG
3476,0000898531-15-000095,2015,annually,DATE
3477,0001580642-15-005801,2015,’s,ORG
3478,0000894189-15-000483,2015,approximately 22 billion,MONEY
3479,0000894189-15-000483,2015,approximately 271 billion,MONEY
3480,0000894189-15-000483,2015,three years,DATE
3481,0000894189-15-000483,2015,’s,ORG
3482,0000894189-15-000483,2015,’s,ORG
3483,0001193125-15-407740,2015,’s,ORG
3484,0001193125-15-407740,2015,’s,ORG
3485,0001193125-15-346707,2015,2015,DATE
3486,0001193125-15-346707,2015,american,NORP
3487,0001193125-15-346707,2015,’s,PRODUCT
3488,0001193125-15-346707,2015,’s,ORG
3489,0000276516-15-000108,2015,several years,DATE
3490,0000276516-15-000108,2015,approximately 10 to 19 years after,DATE
3491,0000276516-15-000108,2015,2030,DATE
3492,0000276516-15-000108,2015,march 31 2015,DATE
3493,0000276516-15-000108,2015,a few years of 2030,DATE
3494,0000276516-15-000108,2015,age 65,DATE
3495,0001193125-15-041222,2015,1940,DATE
3496,0001193125-15-041222,2015,1940,DATE
3497,0001193125-15-041222,2015,’s,ORG
3498,0001193125-15-041222,2015,1940,DATE
3499,0001193125-15-041222,2015,’s,PRODUCT
3500,0001193125-15-041222,2015,’s,ORG
3501,0001193125-15-346778,2015,between 169 million and 4054 billion,MONEY
3502,0001193125-15-346778,2015,may 31 2014,DATE
3503,0000898432-15-000271,2015,’s,ORG
3504,0000898432-15-000271,2015,12month,ORDINAL
3505,0000898432-15-000271,2015,approximately 106 billion,MONEY
3506,0000898432-15-000271,2015,12month,ORDINAL
3507,0000898432-15-000271,2015,december 31 2014,DATE
3508,0001193125-15-237381,2015,’s,ORG
3509,0001193125-15-237381,2015,’s,ORG
3510,0001193125-15-237381,2015,’s,ORG
3511,0000898531-15-000091,2015,american,NORP
3512,0000949377-15-000067,2015,1940,DATE
3513,0000949377-15-000067,2015,more than 5 billion,MONEY
3514,0000880195-15-001045,2015,several years,DATE
3515,0000880195-15-001045,2015,approximately 10 to 19 years,DATE
3516,0000880195-15-001045,2015,march 31 2015,DATE
3517,0000880195-15-001045,2015,a few years of 2060,DATE
3518,0000880195-15-001045,2015,age 65,DATE
3519,0001144204-15-012824,2015,december 31 2014,DATE
3520,0001193125-15-358270,2015,’s,ORG
3521,0001193125-15-358270,2015,september 30 2015,DATE
3522,0001193125-15-358270,2015,’s,ORG
3523,0001193125-15-337464,2015,2015,DATE
3524,0000894189-15-001596,2015,’s,ORG
3525,0000894189-15-001596,2015,10 year,DATE
3526,0000894189-15-001596,2015,’s,ORG
3527,0000894189-15-001596,2015,1550,DATE
3528,0000894189-15-001596,2015,american,NORP
3529,0000894189-15-002719,2015,’s,ORG
3530,0000894189-15-002719,2015,’s,ORG
3531,0000894189-15-002719,2015,’s,ORG
3532,0001571049-15-010269,2015,2030,DATE
3533,0001438390-15-000101,2015,at least 60 days,DATE
3534,0001438390-15-000101,2015,american,NORP
3535,0000878467-15-000377,2015,several years,DATE
3536,0000878467-15-000377,2015,approximately 10 to 19 years after the year 2025,DATE
3537,0000878467-15-000377,2015,march 31 2015,DATE
3538,0000878467-15-000377,2015,a few years of 2025,DATE
3539,0000878467-15-000377,2015,age 65,DATE
3540,0000035315-15-000682,2015,’s,ORG
3541,0000035315-15-000682,2015,’s,ORG
3542,0001133228-15-000663,2015,december 31 2014,DATE
3543,0001193125-15-346788,2015,american,NORP
3544,0001193125-15-346788,2015,’s,ORG
3545,0001193125-15-346788,2015,’s,ORG
3546,0001133228-15-002515,2015,®,ORG
3547,0001133228-15-002515,2015,american,NORP
3548,0001193125-15-417837,2015,2030,DATE
3549,0001193125-15-417837,2015,age 67,DATE
3550,0001193125-15-417837,2015,the year,DATE
3551,0001193125-15-417837,2015,2030,DATE
3552,0001193125-15-417837,2015,’s,ORG
3553,0001193125-15-417837,2015,2030,DATE
3554,0001193125-15-417837,2015,as long as 10 years,DATE
3555,0001193125-15-417837,2015,approximately five percent,PERCENT
3556,0001193125-15-417837,2015,approximately ten percent,PERCENT
3557,0001133228-15-004913,2015,semiannual,DATE
3558,0001398344-15-000547,2015,first,ORDINAL
3559,0001398344-15-000547,2015,’s,ORG
3560,0000950123-15-004845,2015,december 31 2014,DATE
3561,0000950123-15-004845,2015,approximately 280 million to 334 billion,MONEY
3562,0001193125-15-262893,2015,’s,ORG
3563,0001193125-15-262893,2015,’s,ORG
3564,0001193125-15-262893,2015,’s,ORG
3565,0001193125-15-262893,2015,’s,ORG
3566,0001193125-15-262893,2015,’s,ORG
3567,0001193125-15-262893,2015,’s,ORG
3568,0001193125-15-262893,2015,’s,ORG
3569,0001193125-15-262893,2015,’s,ORG
3570,0001193125-15-262893,2015,’s,ORG
3571,0001193125-15-262893,2015,more than 25 years,DATE
3572,0001193125-15-262893,2015,15 year,DATE
3573,0001193125-15-262893,2015,’s,ORG
3574,0001193125-15-262893,2015,15 year,DATE
3575,0000203002-15-000019,2015,five years,DATE
3576,0001582816-15-000358,2015,’s,ORG
3577,0001582816-15-000358,2015,’s,ORG
3578,0001265389-15-000009,2015,3625 billion as,MONEY
3579,0001265389-15-000009,2015,’s,ORG
3580,0001265389-15-000009,2015,’s,ORG
3581,0001265389-15-000009,2015,’s,ORG
3582,0001265389-15-000009,2015,’s,ORG
3583,0001258897-15-001458,2015,at least 2 billion,MONEY
3584,0001193125-15-162913,2015,’s,ORG
3585,0001193125-15-162913,2015,december 31 2014,DATE
3586,0001193125-15-162913,2015,29 billion to 6474 billion,MONEY
3587,0001193125-15-162913,2015,8428 million to 139 billion,MONEY
3588,0001193125-15-162913,2015,1896 million to 73 billion,MONEY
3589,0001193125-15-162913,2015,14 billion to 2521 billion,MONEY
3590,0001193125-15-162913,2015,39 billion to,MONEY
3591,0001193125-15-162913,2015,first,ORDINAL
3592,0001193125-15-162913,2015,101 billion to 1226 billion,MONEY
3593,0001193125-15-162913,2015,’s,ORG
3594,0001193125-15-162913,2015,american,NORP
3595,0001193125-15-162913,2015,’s,ORG
3596,0001193125-15-162913,2015,ten years,DATE
3597,0001193125-15-162913,2015,’s,ORG
3598,0001193125-15-162913,2015,’s,ORG
3599,0001193125-15-162913,2015,’s,ORG
3600,0001193125-15-162913,2015,’s,ORG
3601,0001193125-15-162913,2015,’s,ORG
3602,0001193125-15-162913,2015,’s,ORG
3603,0001193125-15-162913,2015,’s,ORG
3604,0001193125-15-162913,2015,’s,ORG
3605,0001193125-15-162913,2015,’s,ORG
3606,0001193125-15-162913,2015,’s,ORG
3607,0001193125-15-162913,2015,’s,ORG
3608,0001193125-15-162913,2015,’s,ORG
3609,0001193125-15-162913,2015,’s,ORG
3610,0001193125-15-162913,2015,’s,ORG
3611,0001193125-15-162913,2015,third,ORDINAL
3612,0001193125-15-162913,2015,’s,ORG
3613,0001193125-15-162913,2015,’s,ORG
3614,0001193125-15-162913,2015,’s,ORG
3615,0001193125-15-162913,2015,’s,ORG
3616,0001193125-15-162913,2015,’s,ORG
3617,0001193125-15-162913,2015,’s,ORG
3618,0001193125-15-162913,2015,’s,ORG
3619,0001104659-15-070674,2015,december 31 2014,DATE
3620,0001193125-15-083617,2015,quarterly,DATE
3621,0001193125-15-083617,2015,annual,DATE
3622,0001193125-15-083617,2015,quarterly,DATE
3623,0001193125-15-083617,2015,’s,ORG
3624,0001193125-15-083617,2015,at least 60 days,DATE
3625,0001133228-15-004923,2015,semiannual,DATE
3626,0001193125-15-160896,2015,at least 60 days,DATE
3627,0001193125-15-160896,2015,1940,DATE
3628,0001193125-15-160896,2015,1940,DATE
3629,0001193125-15-160896,2015,®,ORG
3630,0001193125-15-160896,2015,december 31 2014,DATE
3631,0001193125-15-160896,2015,6599 billion as,MONEY
3632,0001193125-15-303038,2015,july 31 2015,DATE
3633,0001193125-15-303038,2015,’s,ORG
3634,0000819940-15-000010,2015,december 31 2014,DATE
3635,0000819940-15-000010,2015,approximately 726 billion,MONEY
3636,0001398344-15-007261,2015,at least 60 days,DATE
3637,0001398344-15-007261,2015,september 30 2015,DATE
3638,0001398344-15-007261,2015,10317 billion,DATE
3639,0001398344-15-007261,2015,november 1 2015,DATE
3640,0001438390-15-000103,2015,american,NORP
3641,0001104659-15-015082,2015,at least 60 days,DATE
3642,0000894189-15-006628,2015,’s,ORG
3643,0000894189-15-006628,2015,’s,ORG
3644,0000894189-15-006628,2015,’s,ORG
3645,0000894189-15-006628,2015,’s,ORG
3646,0000894189-15-006628,2015,’s,ORG
3647,0000894189-15-006628,2015,annual,DATE
3648,0000894189-15-006628,2015,’s,ORG
3649,0000894189-15-006628,2015,annual,DATE
3650,0000819940-15-000009,2015,december 31 2014,DATE
3651,0001623632-15-002063,2015,october 31 2014,DATE
3652,0001623632-15-002063,2015,75 th percentile,QUANTITY
3653,0001623632-15-002063,2015,at least 60 days,DATE
3654,0001623632-15-002063,2015,american,NORP
3655,0001193125-15-335419,2015,december 31,DATE
3656,0001193125-15-335419,2015,three preceding years,DATE
3657,0001193125-15-335419,2015,’s,ORG
3658,0000930413-15-001502,2015,’s,ORG
3659,0000930413-15-001502,2015,’s,ORG
3660,0000930413-15-001502,2015,’s,ORG
3661,0001193125-15-254562,2015,’s,ORG
3662,0001193125-15-254562,2015,a calendar year,DATE
3663,0001193125-15-254562,2015,’s,ORG
3664,0001193125-15-163545,2015,’s,ORG
3665,0001193125-15-163545,2015,’s,ORG
3666,0001398344-15-005928,2015,’s,ORG
3667,0001398344-15-005928,2015,’s,ORG
3668,0001398344-15-005928,2015,’s,ORG
3669,0001398344-15-005928,2015,’s,ORG
3670,0000880195-15-001019,2015,several years,DATE
3671,0000880195-15-001019,2015,approximately 10 to 19 years after the year 2035,DATE
3672,0000880195-15-001019,2015,march 31 2015,DATE
3673,0000880195-15-001019,2015,a few years of 2035,DATE
3674,0000880195-15-001019,2015,age 65,DATE
3675,0001193125-15-311498,2015,’s,ORG
3676,0001193125-15-121464,2015,’s,ORG
3677,0001193125-15-121464,2015,’s,ORG
3678,0001193125-15-121464,2015,’s,ORG
3679,0001193125-15-121464,2015,’s,ORG
3680,0001193125-15-121464,2015,’s,ORG
3681,0001193125-15-121464,2015,’s,ORG
3682,0001193125-15-121464,2015,’s,ORG
3683,0001193125-15-121464,2015,05 mm,QUANTITY
3684,0001193125-15-121464,2015,28 mm russell,QUANTITY
3685,0001193125-15-121464,2015,04,DATE
3686,0001571049-15-005668,2015,1940,DATE
3687,0001571049-15-005668,2015,1940,DATE
3688,0000203002-15-000037,2015,american,NORP
3689,0000203002-15-000037,2015,american,NORP
3690,0000203002-15-000037,2015,five years,DATE
3691,0001193125-15-066985,2015,quarterly,DATE
3692,0001193125-15-066985,2015,’s,ORG
3693,0001193125-15-066985,2015,’s,ORG
3694,0001193125-15-066985,2015,’s,ORG
3695,0001193125-15-067800,2015,’s,ORG
3696,0001144204-15-061287,2015,american,NORP
3697,0000894189-15-004573,2015,less than 3 billion,MONEY
3698,0000894189-15-004573,2015,16 billion to 7226 billion,MONEY
3699,0001193125-15-383137,2015,october 31 2015,DATE
3700,0001104659-15-015225,2015,the end of each quarter,DATE
3701,0001104659-15-015225,2015,1986,DATE
3702,0001104659-15-015225,2015,1940,DATE
3703,0001104659-15-015225,2015,less than 397 days,DATE
3704,0001104659-15-015225,2015,monthly,DATE
3705,0001104659-15-015225,2015,daily,DATE
3706,0001104659-15-015225,2015,’s,ORG
3707,0001104659-15-015225,2015,monthly,DATE
3708,0001104659-15-015225,2015,december 31 2014 1,DATE
3709,0001104659-15-015225,2015,the next 13 month,DATE
3710,0001104659-15-015225,2015,first,ORDINAL
3711,0000894189-15-001164,2015,american,NORP
3712,0001104659-15-068066,2015,at least 60 days,DATE
3713,0001104659-15-068066,2015,1940,DATE
3714,0001104659-15-068066,2015,1940,DATE
3715,0001104659-15-068066,2015,’s,ORG
3716,0000894189-15-000420,2015,sixty 60 days,DATE
3717,0000894189-15-000420,2015,between 1 billion and 20 billion,MONEY
3718,0000894189-15-000420,2015,first,ORDINAL
3719,0000894189-15-000420,2015,the last five years,DATE
3720,0000894189-15-000420,2015,’s,ORG
3721,0000894189-15-000420,2015,annual,DATE
3722,0001193125-15-093170,2015,third,ORDINAL
3723,0001193125-15-093170,2015,65,DATE
3724,0001193125-15-093170,2015,20 years,DATE
3725,0001193125-15-093170,2015,’s,ORG
3726,0001193125-15-093170,2015,annually,DATE
3727,0001193125-15-093170,2015,’s,ORG
3728,0001193125-15-093170,2015,’s,ORG
3729,0001193125-15-093170,2015,’s,ORG
3730,0001193125-15-093170,2015,20 years,DATE
3731,0001193125-15-093170,2015,’s,ORG
3732,0001193125-15-093170,2015,’s,ORG
3733,0001193125-15-093170,2015,annual,DATE
3734,0001193125-15-093170,2015,’s,ORG
3735,0001193125-15-093170,2015,’s,ORG
3736,0001193125-15-093170,2015,the year,DATE
3737,0001193125-15-093170,2015,the year,DATE
3738,0000356476-15-000146,2015,2050,DATE
3739,0000356476-15-000146,2015,age 65,DATE
3740,0000356476-15-000146,2015,2050,DATE
3741,0000356476-15-000146,2015,2040,DATE
3742,0000356476-15-000146,2015,’s,ORG
3743,0000356476-15-000146,2015,2040,DATE
3744,0000356476-15-000146,2015,’s,ORG
3745,0000356476-15-000146,2015,monthly,DATE
3746,0000356476-15-000146,2015,quarterly,DATE
3747,0000356476-15-000146,2015,’s,ORG
3748,0000356476-15-000146,2015,’s,ORG
3749,0000356476-15-000146,2015,’s,ORG
3750,0000276516-15-000099,2015,several years,DATE
3751,0000276516-15-000099,2015,approximately 10 to 19 years,DATE
3752,0000276516-15-000099,2015,the year,DATE
3753,0000276516-15-000099,2015,2050,DATE
3754,0000276516-15-000099,2015,a few years of 2050,DATE
3755,0000276516-15-000099,2015,age 65,DATE
3756,0000894189-15-000413,2015,’s,ORG
3757,0000894189-15-000413,2015,second,ORDINAL
3758,0000894189-15-000413,2015,’s,ORG
3759,0000894189-15-000413,2015,’s,ORG
3760,0000894189-15-000413,2015,’s,ORG
3761,0000894189-15-000413,2015,’s,ORG
3762,0000894189-15-000413,2015,’s,ORG
3763,0000950123-15-000501,2015,2040,DATE
3764,0000950123-15-000501,2015,’s,ORG
3765,0000950123-15-000501,2015,onethird,ORDINAL
3766,0001193125-15-300175,2015,10 years,DATE
3767,0001193125-15-300175,2015,quarterly,DATE
3768,0001144204-15-012811,2015,american,NORP
3769,0000744822-15-000069,2015,at least 1 billion,MONEY
3770,0001104659-15-032361,2015,american,NORP
3771,0001104659-15-077340,2015,american,NORP
3772,0000051931-15-000207,2015,’s,ORG
3773,0000051931-15-000207,2015,’s,ORG
3774,0001193125-15-378107,2015,less than 4 billion,MONEY
3775,0001104659-15-073054,2015,at least 60 days,DATE
3776,0001104659-15-073054,2015,’s,ORG
3777,0001104659-15-073054,2015,1940,DATE
3778,0001104659-15-073054,2015,1940,DATE
3779,0001104659-15-085836,2015,2015,DATE
3780,0001104659-15-085836,2015,september 30 2015,DATE
3781,0001104659-15-085836,2015,5076 million to 276 billion,MONEY
3782,0001104659-15-032591,2015,050  ,QUANTITY
3783,0000051931-15-001694,2015,american,NORP
3784,0000051931-15-001694,2015,american,NORP
3785,0000051931-15-001694,2015,’s,ORG
3786,0000051931-15-001694,2015,’s,ORG
3787,0000051931-15-001694,2015,’s,ORG
3788,0000051931-15-001694,2015,’s,ORG
3789,0000051931-15-001694,2015,’s,ORG
3790,0000051931-15-001694,2015,american,NORP
3791,0000051931-15-001694,2015,2030,DATE
3792,0000051931-15-001694,2015,1 2016,QUANTITY
3793,0000051931-15-001694,2015,30,DATE
3794,0000051931-15-001694,2015,2030,DATE
3795,0001193125-15-036271,2015,’s,ORG
3796,0001193125-15-036271,2015,’s,ORG
3797,0001193125-15-036271,2015,’s,ORG
3798,0001193125-15-417823,2015,2010,DATE
3799,0001193125-15-417823,2015,age 67,DATE
3800,0001193125-15-417823,2015,the year,DATE
3801,0001193125-15-417823,2015,’s,ORG
3802,0001193125-15-417823,2015,september 30 2015,DATE
3803,0001193125-15-417823,2015,as long as 10 years,DATE
3804,0001193125-15-417823,2015,approximately five percent,PERCENT
3805,0001193125-15-417823,2015,approximately ten percent,PERCENT
3806,0000898432-15-001094,2015,’s,ORG
3807,0001135428-15-000290,2015,60 days,DATE
3808,0001135428-15-000290,2015,first,ORDINAL
3809,0001193125-15-242330,2015,between 1 billion and 560 billion,MONEY
3810,0001580642-15-002103,2015,1940,DATE
3811,0001580642-15-002103,2015,1986,DATE
3812,0001105446-15-000093,2015,at least 60 days,DATE
3813,0001105446-15-000093,2015,19 billion to 7313 billion,MONEY
3814,0001105446-15-000093,2015,1311 billion,DATE
3815,0001105446-15-000093,2015,quarterly,DATE
3816,0001580642-15-005057,2015,’s,ORG
3817,0001580642-15-005057,2015,’s,ORG
3818,0001580642-15-005057,2015,1940,DATE
3819,0001580642-15-005057,2015,1940,DATE
3820,0001580642-15-005057,2015,1940,DATE
3821,0001193125-15-027715,2015,american,NORP
3822,0001193125-15-027715,2015,’s,ORG
3823,0001193125-15-027715,2015,’s,ORG
3824,0000898432-15-000270,2015,’s,ORG
3825,0000898432-15-000270,2015,12month,ORDINAL
3826,0000898432-15-000270,2015,approximately 106 billion,MONEY
3827,0000898432-15-000270,2015,12month,ORDINAL
3828,0000898432-15-000270,2015,december 31 2014,DATE
3829,0000898432-15-000270,2015,312015,DATE
3830,0000898432-15-000270,2015,’s,ORG
3831,0000898432-15-000270,2015,’s,ORG
3832,0001193125-15-418318,2015,the last business day of the month,DATE
3833,0001193125-15-418318,2015,each year,DATE
3834,0001193125-15-418318,2015,16 billion to,MONEY
3835,0001193125-15-418318,2015,’s,ORG
3836,0001193125-15-418318,2015,’s,ORG
3837,0001193125-15-418318,2015,’s,ORG
3838,0001193125-15-418318,2015,’s,ORG
3839,0001104659-15-055153,2015,60 days,DATE
3840,0000908186-16-000379,2016,448 billion and,MONEY
3841,0000908186-16-000379,2016,’s,ORG
3842,0000908186-16-000379,2016,’s,ORG
3843,0000898745-16-001805,2016,december 31 2015,DATE
3844,0001104659-16-163980,2016,’s,ORG
3845,0001104659-16-163980,2016,’s,ORG
3846,0001104659-16-163980,2016,’s,ORG
3847,0001104659-16-163980,2016,’s,ORG
3848,0001104659-16-163980,2016,’s,ORG
3849,0001104659-16-163980,2016,’s 80,PRODUCT
3850,0000814680-16-000175,2016,february 29 2016,DATE
3851,0000814680-16-000175,2016,’s,ORG
3852,0000100334-16-000137,2016,’s,ORG
3853,0000100334-16-000137,2016,’s,ORG
3854,0000930413-16-005769,2016,’s,ORG
3855,0000891804-16-002033,2016,’s,ORG
3856,0000891804-16-002033,2016,’s,ORG
3857,0000891804-16-002033,2016,today,DATE
3858,0000891804-16-002033,2016,’s,ORG
3859,0000891804-16-002033,2016,’s,ORG
3860,0000891804-16-002033,2016,’s,ORG
3861,0001133228-16-010092,2016,1759 billion to 5836 billion,MONEY
3862,0001133228-16-010092,2016,american,NORP
3863,0000894189-16-013723,2016,’s,ORG
3864,0000894189-16-013723,2016,’s,ORG
3865,0000894189-16-013723,2016,an extended period of years,DATE
3866,0000894189-16-013723,2016,’s,ORG
3867,0000894189-16-013723,2016,’s,ORG
3868,0001193125-16-754916,2016,’s,ORG
3869,0001623632-16-004041,2016,annual,DATE
3870,0001623632-16-004041,2016,at least 60 days,DATE
3871,0001580642-16-011926,2016,’s,ORG
3872,0001580642-16-011926,2016,1940,DATE
3873,0001580642-16-011926,2016,1940,DATE
3874,0001580642-16-011926,2016,1940,DATE
3875,0001193125-16-726981,2016,1978 billion to 26284 billion,MONEY
3876,0001193125-16-780679,2016,daily,DATE
3877,0001193125-16-780679,2016,daily,DATE
3878,0001193125-16-780679,2016,september 30 2016,DATE
3879,0001193125-16-780679,2016,a day,DATE
3880,0001193125-16-780679,2016,more than one year,DATE
3881,0001193125-16-780679,2016,397 days,DATE
3882,0001193125-16-780679,2016,one year or less,DATE
3883,0001193125-16-780679,2016,daily,DATE
3884,0001193125-16-780679,2016,’s,ORG
3885,0001193125-16-780679,2016,’s,ORG
3886,0001193125-16-780679,2016,the day,DATE
3887,0001193125-16-780679,2016,’s,ORG
3888,0001193125-16-780679,2016,a given day,DATE
3889,0001193125-16-780679,2016,a given day,DATE
3890,0001193125-16-780679,2016,daily,DATE
3891,0001193125-16-780679,2016,each day,DATE
3892,0001193125-16-780679,2016,a single day,DATE
3893,0001193125-16-780679,2016,each day,DATE
3894,0001193125-16-780679,2016,daily,DATE
3895,0001104659-16-153675,2016,daily,DATE
3896,0001104659-16-153675,2016,daily,DATE
3897,0001104659-16-153675,2016,september 30 2016,DATE
3898,0001104659-16-153675,2016,37 billion to 6091 billion,MONEY
3899,0001104659-16-153675,2016,daily,DATE
3900,0001104659-16-153675,2016,30day,DATE
3901,0001104659-16-153675,2016,daily,DATE
3902,0001104659-16-153675,2016,daily,DATE
3903,0001104659-16-153675,2016,daily,DATE
3904,0001104659-16-153675,2016,daily,DATE
3905,0001104659-16-153675,2016,month end,DATE
3906,0001104659-16-153675,2016,30day,DATE
3907,0001104659-16-153675,2016,90 days,DATE
3908,0001193125-16-571742,2016,less than 15 billion,MONEY
3909,0001104659-16-153664,2016,american,NORP
3910,0000930413-16-006852,2016,’s,ORG
3911,0001193125-16-485057,2016,’s,ORG
3912,0001193125-16-485057,2016,’s,ORG
3913,0001193125-16-485057,2016,daily,DATE
3914,0001398344-16-020242,2016,’s,ORG
3915,0001398344-16-020242,2016,’s,ORG
3916,0001398344-16-020242,2016,american,NORP
3917,0001379491-16-007015,2016,several years,DATE
3918,0001379491-16-007015,2016,approximately 10 to 19 years,DATE
3919,0001379491-16-007015,2016,the year 2040,DATE
3920,0001379491-16-007015,2016,00  ,QUANTITY
3921,0001379491-16-007015,2016,a few years,DATE
3922,0001379491-16-007015,2016,2040,DATE
3923,0001379491-16-007015,2016,age 65,DATE
3924,0001379491-16-007015,2016,october 28 2016,DATE
3925,0001379491-16-007015,2016,18772080098,DATE
3926,0001379491-16-005202,2016,several years,DATE
3927,0001379491-16-005202,2016,approximately 10 to 19 years after the year 2050,DATE
3928,0001379491-16-005202,2016,march 31 2016,DATE
3929,0001379491-16-005202,2016,00  ,QUANTITY
3930,0001379491-16-005202,2016,a few years of 2050,DATE
3931,0001379491-16-005202,2016,age 65,DATE
3932,0001193125-16-481869,2016,500th,ORDINAL
3933,0001193125-16-481869,2016,500th,ORDINAL
3934,0001193125-16-481869,2016,december 31 2015,DATE
3935,0001193125-16-481869,2016,500th,ORDINAL
3936,0001193125-16-610040,2016,onethird,ORDINAL
3937,0001193125-16-649082,2016,’s,ORG
3938,0001623632-16-004505,2016,october 31 2016,DATE
3939,0001623632-16-004505,2016,at least 60 days,DATE
3940,0000075170-16-000028,2016,december 31,DATE
3941,0000075170-16-000028,2016,three preceding years,DATE
3942,0000075170-16-000028,2016,2000,DATE
3943,0000075170-16-000028,2016,december 31 2015,DATE
3944,0000075170-16-000028,2016,’s,ORG
3945,0000075170-16-000028,2016,’s,ORG
3946,0001135428-16-001176,2016,60 days,DATE
3947,0001135428-16-001176,2016,american,NORP
3948,0001193125-16-563058,2016,2020,DATE
3949,0001193125-16-563058,2016,age 65,DATE
3950,0001193125-16-563058,2016,’s,ORG
3951,0001193125-16-563058,2016,2292,DATE
3952,0001193125-16-563058,2016,1371,DATE
3953,0001193125-16-563058,2016,quarterly,DATE
3954,0001193125-16-563058,2016,’s,ORG
3955,0001193125-16-563058,2016,’s,ORG
3956,0001193125-16-563058,2016,’s,ORG
3957,0001193125-16-481862,2016,’s,ORG
3958,0001193125-16-481862,2016,’s,ORG
3959,0001104659-16-147602,2016,annual,DATE
3960,0001104659-16-147602,2016,2035,DATE
3961,0001193125-16-782929,2016,msci,DATE
3962,0001193125-16-782929,2016,the previous six and twelve months,DATE
3963,0001193125-16-782929,2016,october 31 2016,DATE
3964,0001193125-16-782929,2016,1940,DATE
3965,0001104659-16-124586,2016,march 31 2016,DATE
3966,0000894189-16-013167,2016,american,NORP
3967,0000894189-16-013167,2016,1940,DATE
3968,0000894189-16-013167,2016,1940,DATE
3969,0000898745-16-001370,2016,the year,DATE
3970,0000898745-16-001370,2016,’s,ORG
3971,0000898745-16-001370,2016,age 65,DATE
3972,0000898745-16-001370,2016,15 years,DATE
3973,0000898745-16-001370,2016,’s,ORG
3974,0001193125-16-780699,2016,daily,DATE
3975,0001193125-16-780699,2016,daily,DATE
3976,0001193125-16-780699,2016,japanese,NORP
3977,0001193125-16-780699,2016,first,ORDINAL
3978,0001193125-16-780699,2016,first,ORDINAL
3979,0001193125-16-780699,2016,japanese,NORP
3980,0001193125-16-780699,2016,032  ,QUANTITY
3981,0001193125-16-780699,2016,japanese,NORP
3982,0001193125-16-780699,2016,annually,DATE
3983,0001193125-16-780699,2016,september 30 2016,DATE
3984,0001193125-16-780699,2016,approximately 128 billion,MONEY
3985,0001193125-16-780699,2016,a day,DATE
3986,0001193125-16-780699,2016,more than one year,DATE
3987,0001193125-16-780699,2016,397 days,DATE
3988,0001193125-16-780699,2016,one year or less,DATE
3989,0001193125-16-780699,2016,daily,DATE
3990,0001193125-16-780699,2016,’s,ORG
3991,0001193125-16-780699,2016,’s,ORG
3992,0001193125-16-780699,2016,the day,DATE
3993,0001193125-16-780699,2016,’s,ORG
3994,0001193125-16-780699,2016,a given day,DATE
3995,0001193125-16-780699,2016,a given day,DATE
3996,0001193125-16-780699,2016,daily,DATE
3997,0001193125-16-780699,2016,each day,DATE
3998,0001193125-16-780699,2016,a single day,DATE
3999,0001193125-16-780699,2016,each day,DATE
4000,0001193125-16-780699,2016,daily,DATE
4001,0001193125-16-452174,2016,’s,ORG
4002,0001571049-16-011346,2016,’s,ORG
4003,0001571049-16-011346,2016,’s,ORG
4004,0001193125-16-664762,2016,american,NORP
4005,0000898745-16-001371,2016,the year,DATE
4006,0000898745-16-001371,2016,’s,ORG
4007,0000898745-16-001371,2016,age 65,DATE
4008,0000898745-16-001371,2016,approximately 15 years,DATE
4009,0000898745-16-001371,2016,’s,ORG
4010,0001193125-16-753657,2016,’s,GPE
4011,0001193125-16-753657,2016,approximately 2427 billion and,MONEY
4012,0001193125-16-753657,2016,287 billion,MONEY
4013,0001193125-16-753657,2016,2015,DATE
4014,0001193125-16-753657,2016,’s,ORG
4015,0001193125-16-728236,2016,months,DATE
4016,0001193125-16-728236,2016,one year,DATE
4017,0001193125-16-728236,2016,less than 1 year,DATE
4018,0001628280-16-015857,2016,december 31 2015,DATE
4019,0001628280-16-015857,2016,60 days,DATE
4020,0001628280-16-015857,2016,quarterly,DATE
4021,0001628280-16-015857,2016,’s,PRODUCT
4022,0001628280-16-015857,2016,’s,ORG
4023,0001193125-16-750021,2016,’s,ORG
4024,0001193125-16-750021,2016,’s,ORG
