,accession#,filing_year,entity,label
0,0001209286-10-000410,2010,60 days,DATE
1,0000950123-10-063295,2010,’s,ORG
2,0000950123-10-063295,2010,12month,ORDINAL
3,0000950123-10-063295,2010,the next 12 months,DATE
4,0000898432-10-001255,2010,’s,ORG
5,0000898432-10-001255,2010,1  ,QUANTITY
6,0000898432-10-001255,2010,312010,DATE
7,0000898432-10-001255,2010,9132010,DATE
8,0001104659-10-022919,2010,at least 60 days,DATE
9,0001104659-10-022919,2010,less than 100 million,MONEY
10,0001104659-10-022919,2010,1940,DATE
11,0001104659-10-022919,2010,1940,DATE
12,0001104659-10-022919,2010,33 1  ,QUANTITY
13,0001104659-10-022919,2010,’s,ORG
14,0001104659-10-022919,2010,’s,ORG
15,0001104659-10-022919,2010,’s,ORG
16,0001104659-10-022919,2010,’s,ORG
17,0001104659-10-022919,2010,’s,ORG
18,0001104659-10-022919,2010,’s,ORG
19,0001104659-10-022919,2010,’s,ORG
20,0001104659-10-022919,2010,april 30 2010 2 of 4,DATE
21,0001193125-10-081545,2010,32 billion to 2483 billion,MONEY
22,0001193125-10-081545,2010,’s,ORG
23,0001193125-10-081545,2010,’s,ORG
24,0001193125-10-081545,2010,’s,ORG
25,0001193125-10-221804,2010,annual,DATE
26,0001193125-10-221804,2010,1  ,QUANTITY
27,0001193125-10-221804,2010,’s,ORG
28,0001193125-10-219651,2010,1940,DATE
29,0001193125-10-219651,2010,1940,DATE
30,0001193125-10-219651,2010,’s,PRODUCT
31,0001193125-10-219651,2010,a given quarter,DATE
32,0001193125-10-219651,2010,a calendar quarter,DATE
33,0001193125-10-219651,2010,’s,PRODUCT
34,0001193125-10-219651,2010,quarterly,DATE
35,0001193125-10-219651,2010,’s,ORG
36,0001193125-10-219651,2010,33 1  ,QUANTITY
37,0001193125-10-219651,2010,’s,PRODUCT
38,0001193125-10-219651,2010,’s,ORG
39,0001193125-10-219651,2010,’s,ORG
40,0001193125-10-219651,2010,’s,ORG
41,0001193125-10-219651,2010,’s,ORG
42,0001193125-10-219651,2010,’s,ORG
43,0001193125-10-219651,2010,september 30 2010 2 of 4,DATE
44,0000950123-10-088218,2010,third,ORDINAL
45,0000950123-10-088218,2010,65,DATE
46,0000950123-10-088218,2010,20 years,DATE
47,0000950123-10-088218,2010,’s,ORG
48,0000950123-10-088218,2010,annually,DATE
49,0000950123-10-088218,2010,’s,ORG
50,0000950123-10-088218,2010,’s,ORG
51,0000950123-10-088218,2010,’s,ORG
52,0000950123-10-088218,2010,20 years,DATE
53,0000950123-10-088218,2010,’s,ORG
54,0000950123-10-088218,2010,’s,ORG
55,0000950123-10-088218,2010,annual,DATE
56,0000950123-10-088218,2010,’s,ORG
57,0000950123-10-088218,2010,’s,ORG
58,0000950123-10-088218,2010,the year,DATE
59,0000950123-10-088218,2010,the year,DATE
60,0001104659-10-050537,2010,at least 60 days,DATE
61,0001104659-10-050537,2010,less than 100 million,MONEY
62,0001104659-10-050537,2010,1940,DATE
63,0001104659-10-050537,2010,1940,DATE
64,0001104659-10-050537,2010,33 1  ,QUANTITY
65,0001104659-10-050537,2010,’s,ORG
66,0001104659-10-050537,2010,’s,PRODUCT
67,0001104659-10-050537,2010,’s,ORG
68,0001104659-10-050537,2010,’s,PRODUCT
69,0001104659-10-050537,2010,’s,PRODUCT
70,0001104659-10-050537,2010,september 30 2010 2 of 4,DATE
71,0001104659-10-050537,2010,’s,ORG
72,0001104659-10-050537,2010,’s,ORG
73,0001193125-10-104436,2010,’s,ORG
74,0001193125-10-104436,2010,the last day,DATE
75,0001193125-10-104436,2010,the most recent quarter,DATE
76,0001193125-10-104436,2010,march 31 2010,DATE
77,0001193125-10-104436,2010,’s,ORG
78,0001193125-10-104436,2010,’s,ORG
79,0001193125-10-104436,2010,’s,ORG
80,0001193125-10-104436,2010,’s,ORG
81,0001193125-10-183550,2010,at least 60 days,DATE
82,0001193125-10-183550,2010,’s,ORG
83,0001193125-10-183550,2010,’s,ORG
84,0001193125-10-183550,2010,’s,ORG
85,0001193125-10-183550,2010,1940,DATE
86,0001193125-10-183550,2010,1940,DATE
87,0001193125-10-183550,2010,33 1  ,QUANTITY
88,0001193125-10-183550,2010,’s,ORG
89,0001193125-10-183550,2010,’s,ORG
90,0001193125-10-183550,2010,april 30 2010,DATE
91,0001193125-10-034254,2010,at least 60 days,DATE
92,0001193125-10-170479,2010,’s,ORG
93,0001193125-10-170479,2010,’s,PERSON
94,0001193125-10-170479,2010,’s,ORG
95,0001193125-10-170479,2010,’s,ORG
96,0001193125-10-170479,2010,’s,ORG
97,0001193125-10-170479,2010,second,ORDINAL
98,0001193125-10-170479,2010,’s,ORG
99,0001193125-10-170479,2010,12month,ORDINAL
100,0001193125-10-170479,2010,5050,DATE
101,0001193125-10-291523,2010,annual,DATE
102,0001193125-10-291523,2010,13 billion to 141 billion,MONEY
103,0001193125-10-291523,2010,1  ,QUANTITY
104,0001193125-10-291523,2010,american,NORP
105,0001193125-10-291523,2010,canadian,NORP
106,0001193125-10-240888,2010,’s,ORG
107,0001193125-10-240888,2010,’s,ORG
108,0001193125-10-240888,2010,’s,ORG
109,0001193125-10-098470,2010,’s,ORG
110,0001193125-10-098470,2010,american,NORP
111,0000894189-10-000844,2010,’s,ORG
112,0000894189-10-000844,2010,’s,ORG
113,0001193125-10-202915,2010,’s,ORG
114,0001193125-10-202915,2010,’s,ORG
115,0001193125-10-202915,2010,five years from now,DATE
116,0001193125-10-202915,2010,the fifty year,DATE
117,0001193125-10-202915,2010,’s,ORG
118,0000950123-10-041484,2010,’s,ORG
119,0000950123-10-041484,2010,’s,ORG
120,0000950123-10-041484,2010,’s,ORG
121,0000950123-10-041484,2010,’s,ORG
122,0000950123-10-041484,2010,’s,ORG
123,0000950123-10-041484,2010,’s,ORG
124,0000950123-10-041484,2010,’s,ORG
125,0001193125-10-043239,2010,december 31 2009,DATE
126,0001193125-10-043239,2010,60 days,DATE
127,0001193125-10-044251,2010,’s,ORG
128,0001081400-10-000164,2010,28 2010,DATE
129,0000088053-10-000236,2010,onethird,ORDINAL
130,0000950123-10-071126,2010,american,NORP
131,0001193125-10-104432,2010,’s,ORG
132,0001193125-10-104432,2010,’s,ORG
133,0001193125-10-081549,2010,american,NORP
134,0001193125-10-081549,2010,’s,ORG
135,0000950123-10-088215,2010,third,ORDINAL
136,0000950123-10-088215,2010,65,DATE
137,0000950123-10-088215,2010,20 years,DATE
138,0000950123-10-088215,2010,’s,ORG
139,0000950123-10-088215,2010,annually,DATE
140,0000950123-10-088215,2010,’s,ORG
141,0000950123-10-088215,2010,’s,ORG
142,0000950123-10-088215,2010,’s,ORG
143,0000950123-10-088215,2010,20 years,DATE
144,0000950123-10-088215,2010,’s,ORG
145,0000950123-10-088215,2010,’s,ORG
146,0000950123-10-088215,2010,annual,DATE
147,0000950123-10-088215,2010,’s,ORG
148,0000950123-10-088215,2010,’s,ORG
149,0000950123-10-088215,2010,the year,DATE
150,0000950123-10-088215,2010,the year,DATE
151,0001193125-10-183561,2010,’s,ORG
152,0001193125-10-183561,2010,’s,ORG
153,0001193125-10-183561,2010,’s,ORG
154,0001193125-10-183561,2010,1940,DATE
155,0001193125-10-183561,2010,1940,DATE
156,0001193125-10-183561,2010,33 1  ,QUANTITY
157,0001193125-10-183561,2010,’s,ORG
158,0001193125-10-183561,2010,’s,ORG
159,0001193125-10-183561,2010,april 30 2010,DATE
160,0001193125-10-203955,2010,1 billion to,MONEY
161,0001193125-10-071358,2010,’s,ORG
162,0001193125-10-071358,2010,3 measurements,QUANTITY
163,0001193125-10-071358,2010,american,NORP
164,0001193125-10-071358,2010,’s,ORG
165,0001193125-10-033013,2010,’s,ORG
166,0001193125-10-033013,2010,0  10,QUANTITY
167,0001193125-10-033013,2010,10  20,QUANTITY
168,0001193125-10-033013,2010,each day,DATE
169,0001193125-10-033013,2010,the end of each fiscal quarter,DATE
170,0001193125-10-033013,2010,2  ,QUANTITY
171,0000950123-10-114722,2010,’s,ORG
172,0001104659-10-014534,2010,december 31 2009,DATE
173,0001104659-10-014534,2010,third,ORDINAL
174,0001193125-10-034259,2010,at least 60 days,DATE
175,0001193125-10-034259,2010,’s,ORG
176,0001193125-10-034259,2010,’s,ORG
177,0000950123-10-063296,2010,annually,DATE
178,0001144204-10-004173,2010,60 days,DATE
179,0001144204-10-004173,2010,march 31 2009,DATE
180,0000950123-10-116870,2010,november 30 2010,DATE
181,0000950123-10-116870,2010,two to three years,DATE
182,0001038490-10-000008,2010,1  ,QUANTITY
183,0000949377-10-000116,2010,’s,ORG
184,0000949377-10-000116,2010,up to 25 billion,MONEY
185,0000356476-10-000089,2010,2055,DATE
186,0000356476-10-000089,2010,age 65,DATE
187,0000356476-10-000089,2010,’s,ORG
188,0000356476-10-000089,2010,’s,ORG
189,0000356476-10-000089,2010,2018,DATE
190,0000356476-10-000089,2010,1660,DATE
191,0000356476-10-000089,2010,240 maxim,QUANTITY
192,0000356476-10-000089,2010,american century,DATE
193,0000356476-10-000089,2010,monthly,DATE
194,0000356476-10-000089,2010,quarterly,DATE
195,0000356476-10-000089,2010,’s,ORG
196,0000356476-10-000089,2010,’s,ORG
197,0000356476-10-000089,2010,’s,ORG
198,0001104659-10-023137,2010,at least 60 days,DATE
199,0001104659-10-023137,2010,american,NORP
200,0001104659-10-023137,2010,1940,DATE
201,0001104659-10-023137,2010,1940,DATE
202,0001104659-10-023137,2010,33 1  ,QUANTITY
203,0001104659-10-023137,2010,’s,ORG
204,0001104659-10-023137,2010,’s,ORG
205,0000894189-10-002062,2010,american,NORP
206,0000894189-10-002062,2010,’s,ORG
207,0000894189-10-002062,2010,’s,ORG
208,0000894189-10-002062,2010,’s,ORG
209,0000894189-10-002062,2010,’s,ORG
210,0001193125-10-258910,2010,’s,ORG
211,0001193125-10-258910,2010,one year,DATE
212,0001104659-10-024070,2010,multiyear,DATE
213,0001104659-10-003894,2010,more than two years,DATE
214,0001126328-10-000094,2010,year end,DATE
215,0001126328-10-000094,2010,between approximately 11 billion and 3237 billion,MONEY
216,0000051931-10-000542,2010,’s,ORG
217,0000051931-10-000542,2010,’s,ORG
218,0001193125-10-290029,2010,american,NORP
219,0001193125-10-290029,2010,american,NORP
220,0000898432-10-001258,2010,’s,ORG
221,0000898432-10-001258,2010,12month,ORDINAL
222,0000898432-10-001258,2010,approximately 56 billion,MONEY
223,0000898432-10-001258,2010,12month,ORDINAL
224,0000898432-10-001258,2010,december 31 2009,DATE
225,0000898432-10-001258,2010,312010,DATE
226,0000898432-10-001258,2010,9132010,DATE
227,0000950123-10-117705,2010,2045,DATE
228,0000950123-10-117705,2010,the year 2045,DATE
229,0000950123-10-117705,2010,’s,ORG
230,0000950123-10-117705,2010,their retirement years,DATE
231,0000950123-10-117705,2010,year,DATE
232,0000950123-10-117705,2010,approximately twenty years,DATE
233,0000950123-10-117705,2010,’s,ORG
234,0000950123-10-117705,2010,years,DATE
235,0000950123-10-117705,2010,’s,ORG
236,0000950123-10-117705,2010,year,DATE
237,0000950123-10-117705,2010,’s,ORG
238,0000950123-10-117705,2010,’s,ORG
239,0000950123-10-117705,2010,’s,ORG
240,0000950123-10-117705,2010,’s,ORG
241,0000950123-10-117705,2010,’s,ORG
242,0001193125-10-159966,2010,first,ORDINAL
243,0000950123-10-030099,2010,’s,ORG
244,0000950123-10-030099,2010,’s,ORG
245,0000950123-10-030099,2010,’s,ORG
246,0000950123-10-043741,2010,’s,ORG
247,0001144204-10-056474,2010,60 days,DATE
248,0001144204-10-056474,2010,september 30 2010,DATE
249,0000950123-10-018088,2010,’s,ORG
250,0000950123-10-018088,2010,’s,ORG
251,0000950123-10-018088,2010,’s,ORG
252,0000950123-10-018088,2010,daily,DATE
253,0001193125-10-291370,2010,the specific year,DATE
254,0001193125-10-291370,2010,’s,ORG
255,0001193125-10-291370,2010,each year,DATE
256,0001193125-10-291370,2010,the year,DATE
257,0001193125-10-291370,2010,approximately fifteen years,DATE
258,0001193125-10-291370,2010,early retirement years,DATE
259,0001193125-10-291370,2010,fifteen years,DATE
260,0001193125-10-291370,2010,’s,ORG
261,0001162044-10-000634,2010,1940,DATE
262,0001162044-10-000634,2010,1940,DATE
263,0001162044-10-000634,2010,1940,DATE
264,0001081400-10-000117,2010,the year,DATE
265,0001193125-10-043315,2010,at least 60 days,DATE
266,0001193125-10-043315,2010,’s,ORG
267,0001193125-10-015745,2010,at least 2 billion,MONEY
268,0001081400-10-000144,2010,november 1 2010,DATE
269,0001193125-10-071028,2010,american,NORP
270,0001193125-10-071028,2010,’s,ORG
271,0000930413-10-002565,2010,’s,ORG
272,0000930413-10-002565,2010,’s,ORG
273,0000930413-10-002565,2010,march 31 2010,DATE
274,0000930413-10-002565,2010,1115 million to 559 billion,MONEY
275,0000950123-10-063289,2010,12month,ORDINAL
276,0000950123-10-063289,2010,the next 12 months,DATE
277,0000950123-10-063289,2010,’s,ORG
278,0000950123-10-063289,2010,’s,ORG
279,0001104659-10-023097,2010,at least 60 days,DATE
280,0001104659-10-023097,2010,december 31 2009,DATE
281,0001104659-10-023097,2010,1940,DATE
282,0001104659-10-023097,2010,1940,DATE
283,0001104659-10-023097,2010,’s,ORG
284,0001104659-10-023097,2010,’s,ORG
285,0001104659-10-023097,2010,33 1  ,QUANTITY
286,0001104659-10-023097,2010,’s,ORG
287,0001104659-10-023097,2010,’s,ORG
288,0001104659-10-023097,2010,april 30 2010 2 of 4,DATE
289,0001193125-10-081551,2010,’s,ORG
290,0001193125-10-081551,2010,’s,ORG
291,0001193125-10-081551,2010,american,NORP
292,0001193125-10-015740,2010,’s,ORG
293,0001193125-10-015740,2010,second,ORDINAL
294,0001193125-10-015740,2010,at least 3 billion,MONEY
295,0000894189-10-003449,2010,’s,ORG
296,0000894189-10-003449,2010,’s,PRODUCT
297,0000894189-10-003449,2010,1933,DATE
298,0001193125-10-240794,2010,’s,ORG
299,0001193125-10-240794,2010,the next few years,DATE
300,0001193125-10-081556,2010,’s,ORG
301,0001193125-10-081556,2010,american,NORP
302,0000950123-10-018107,2010,quarterly,DATE
303,0000950123-10-018107,2010,december 31 2009,DATE
304,0000950123-10-018107,2010,’s,ORG
305,0000950123-10-018107,2010,’s,ORG
306,0000950123-10-018107,2010,’s,ORG
307,0000950123-10-018107,2010,daily,DATE
308,0000950123-10-018071,2010,december 31 2009,DATE
309,0000950123-10-018071,2010,at least 3 billion,MONEY
310,0000950123-10-018071,2010,’s,ORG
311,0000950123-10-018071,2010,’s,ORG
312,0000950123-10-018071,2010,daily,DATE
313,0000940394-10-000080,2010,’s,ORG
314,0000940394-10-000080,2010,five or more years,DATE
315,0000950123-10-088768,2010,at least 60 days,DATE
316,0001193125-10-241511,2010,’s,ORG
317,0001193125-10-241511,2010,’s,ORG
318,0001193125-10-241511,2010,some years,DATE
319,0001398344-10-000616,2010,between 2 billion and 10 billion,MONEY
320,0001398344-10-000616,2010,second,ORDINAL
321,0001398344-10-000616,2010,’s,ORG
322,0001398344-10-000616,2010,’s,ORG
323,0001398344-10-000616,2010,an 18 to 24 month,DATE
324,0001104659-10-023089,2010,at least 60 days,DATE
325,0001104659-10-023089,2010,1940,DATE
326,0001104659-10-023089,2010,1940,DATE
327,0001104659-10-023089,2010,’s,ORG
328,0001104659-10-023089,2010,’s,ORG
329,0001104659-10-023089,2010,33 1  ,QUANTITY
330,0000950123-10-117833,2010,october 31 2010,DATE
331,0000950123-10-117833,2010,first,ORDINAL
332,0000950123-10-117833,2010,’s,ORG
333,0000950123-10-041991,2010,40  ,QUANTITY
334,0000950123-10-041991,2010,’s,ORG
335,0000950123-10-041991,2010,20  60,QUANTITY
336,0001104659-10-029121,2010,american,NORP
337,0001104659-10-029121,2010,’s,ORG
338,0001104659-10-029121,2010,’s,ORG
339,0001193125-10-101773,2010,’s,ORG
340,0001193125-10-101773,2010,144a,PRODUCT
341,0000950123-10-097169,2010,’s,ORG
342,0001144204-10-010330,2010,the ten years,DATE
343,0001144204-10-010330,2010,first,ORDINAL
344,0001144204-10-010330,2010,2020,DATE
345,0001144204-10-010330,2010,ten years,DATE
346,0001144204-10-010330,2010,second,ORDINAL
347,0001144204-10-010330,2010,daily,DATE
348,0000950123-10-018075,2010,approximately 11 billion to 3237 billion,MONEY
349,0000950123-10-018075,2010,december 31 2009,DATE
350,0000950123-10-018075,2010,at least 3 billion,MONEY
351,0000950123-10-018075,2010,the next one or two years,DATE
352,0000950123-10-018075,2010,’s,ORG
353,0000950123-10-018075,2010,daily,DATE
354,0001193125-10-104355,2010,first,ORDINAL
355,0001193125-10-104355,2010,second,ORDINAL
356,0000950123-10-115648,2010,’s,ORG
357,0000950123-10-115648,2010,’s,ORG
358,0000950123-10-115648,2010,’s,ORG
359,0000950123-10-115648,2010,20 2010,DATE
360,0000950123-10-115648,2010,’s,ORG
361,0000950123-10-041485,2010,’s,ORG
362,0001104659-10-054272,2010,4 to 7 years,DATE
363,0001104659-10-003972,2010,five years,DATE
364,0000356476-10-000131,2010,1040,DATE
365,0000356476-10-000131,2010,535 mid cap 1545,DATE
366,0000356476-10-000131,2010,1040,DATE
367,0000356476-10-000131,2010,1650,DATE
368,0000356476-10-000131,2010,2650,DATE
369,0000356476-10-000131,2010,2600,DATE
370,0000356476-10-000131,2010,monthly,DATE
371,0000356476-10-000131,2010,quarterly,DATE
372,0001144204-10-010335,2010,first,ORDINAL
373,0001144204-10-010335,2010,second,ORDINAL
374,0001144204-10-010335,2010,daily,DATE
375,0001104659-10-023227,2010,the year 2045 1,DATE
376,0001104659-10-023227,2010,’s,ORG
377,0001104659-10-023227,2010,2045,DATE
378,0001104659-10-023227,2010,2045,DATE
379,0001104659-10-023227,2010,’s,ORG
380,0001104659-10-023227,2010,2010,DATE
381,0001104659-10-023227,2010,5 2015 85 15 2025,DATE
382,0001104659-10-023227,2010,45 2040 45,DATE
383,0001104659-10-023227,2010,55 2043,DATE
384,0001104659-10-023227,2010,60 2045 30 70 1,DATE
385,0001104659-10-023227,2010,’s,ORG
386,0001104659-10-023227,2010,’s,ORG
387,0001104659-10-023227,2010,as nine months,DATE
388,0001104659-10-023227,2010,years,DATE
389,0001104659-10-023227,2010,’s,ORG
390,0001104659-10-023227,2010,’s,ORG
391,0001104659-10-023227,2010,’s,ORG
392,0001104659-10-023227,2010,’s,ORG
393,0001104659-10-023227,2010,april 30 2010 2 of 4,DATE
394,0000950123-10-099535,2010,’s,ORG
395,0000950123-10-099535,2010,’s,ORG
396,0000950123-10-099535,2010,’s,ORG
397,0000950123-10-099535,2010,’s,ORG
398,0000950123-10-099535,2010,american,NORP
399,0000930413-10-005028,2010,american,NORP
400,0001145443-10-002388,2010,september 30 2010,DATE
401,0001145443-10-002388,2010,’s,ORG
402,0001145443-10-002388,2010,’s,ORG
403,0001145443-10-002388,2010,’s,PRODUCT
404,0001193125-10-290452,2010,31 2010,DATE
405,0000869351-10-000033,2010,first,ORDINAL
406,0000869351-10-000033,2010,’s,ORG
407,0000869351-10-000033,2010,the next three to five years second,DATE
408,0001398344-10-000619,2010,’s,ORG
409,0001398344-10-000619,2010,second,ORDINAL
410,0001398344-10-000619,2010,’s,ORG
411,0001398344-10-000619,2010,’s,ORG
412,0001398344-10-000619,2010,an 18 to 24 month,DATE
413,0000949377-10-000439,2010,’s,ORG
414,0000949377-10-000439,2010,’s,ORG
415,0000949377-10-000439,2010,up to 5 billion royce,MONEY
416,0000949377-10-000439,2010,’s,ORG
417,0001104659-10-022921,2010,at least 60 days,DATE
418,0001104659-10-022921,2010,december 31 2009,DATE
419,0001104659-10-022921,2010,american,NORP
420,0001104659-10-022921,2010,1940,DATE
421,0001104659-10-022921,2010,1940,DATE
422,0001104659-10-022921,2010,’s,ORG
423,0001104659-10-022921,2010,’s,ORG
424,0001104659-10-022921,2010,’s,ORG
425,0001104659-10-022921,2010,33 1  ,QUANTITY
426,0001104659-10-022921,2010,april 30 2010 2 of 4,DATE
427,0001104659-10-022921,2010,’s,ORG
428,0001104659-10-022921,2010,’s,ORG
429,0000950123-10-117591,2010,september 30 2010,DATE
430,0001193125-10-170967,2010,’s,ORG
431,0001193125-10-170967,2010,at least 10 billion,MONEY
432,0001193125-10-170967,2010,’s,ORG
433,0001193125-10-170967,2010,’s,ORG
434,0001193125-10-170967,2010,’s,ORG
435,0001193125-10-170967,2010,’s,ORG
436,0001144204-10-010334,2010,the ten years,DATE
437,0001144204-10-010334,2010,first,ORDINAL
438,0001144204-10-010334,2010,2040,DATE
439,0001144204-10-010334,2010,ten years,DATE
440,0001144204-10-010334,2010,second,ORDINAL
441,0001144204-10-010334,2010,daily,DATE
442,0000950123-10-088773,2010,at least 60 days,DATE
443,0001144204-10-004207,2010,60 days,DATE
444,0001379491-10-000099,2010,’s,ORG
445,0001379491-10-000099,2010,’s,ORG
446,0001081400-10-000155,2010,november 1 2010,DATE
447,0001104659-10-023023,2010,at least 60 days,DATE
448,0001104659-10-023023,2010,december 31 2009,DATE
449,0001104659-10-023023,2010,1940,DATE
450,0001104659-10-023023,2010,1940,DATE
451,0001104659-10-023023,2010,33 1  ,QUANTITY
452,0001104659-10-023023,2010,’s,ORG
453,0001104659-10-023023,2010,’s,ORG
454,0001104659-10-023023,2010,april 30 2010 2 of 4,DATE
455,0000088053-10-001650,2010,2030,DATE
456,0000088053-10-001650,2010,the target date year,DATE
457,0000088053-10-001650,2010,2030,DATE
458,0000950123-10-069238,2010,at least 3 billion,MONEY
459,0000950123-10-036245,2010,one year,DATE
460,0000950123-10-036245,2010,daytoday,DATE
461,0001144204-10-010302,2010,the ten years,DATE
462,0001144204-10-010302,2010,first,ORDINAL
463,0001144204-10-010302,2010,2020,DATE
464,0001144204-10-010302,2010,ten years,DATE
465,0001144204-10-010302,2010,second,ORDINAL
466,0001144204-10-010302,2010,daily,DATE
467,0000894189-10-002727,2010,american,NORP
468,0000894189-10-002727,2010,’s,ORG
469,0000894189-10-002727,2010,’s,ORG
470,0001162044-10-000739,2010,1940,DATE
471,0001162044-10-000739,2010,1940,DATE
472,0001162044-10-000739,2010,1940,DATE
473,0001193125-10-270910,2010,’s,ORG
474,0001193125-10-270910,2010,’s,ORG
475,0001193125-10-270910,2010,’s,ORG
476,0001193125-10-270910,2010,’s,ORG
477,0001104659-10-050866,2010,at least 60 days,DATE
478,0001104659-10-050866,2010,1940,DATE
479,0001104659-10-050866,2010,1940,DATE
480,0001104659-10-050866,2010,several years,DATE
481,0001104659-10-050866,2010,33 1  ,QUANTITY
482,0001193125-10-242489,2010,less than 6 billion,MONEY
483,0001193125-10-242489,2010,years 1,DATE
484,0001193125-10-159977,2010,march 31 2010,DATE
485,0001193125-10-159977,2010,approximately 850 million to 38 billion,MONEY
486,0001193125-10-204358,2010,december 31 2009,DATE
487,0000892712-10-000672,2010,american,NORP
488,0001121624-10-000041,2010,at least 60 days,DATE
489,0000950123-10-043740,2010,’s,ORG
490,0000950123-10-043740,2010,’s,ORG
491,0000950123-10-043740,2010,’s,ORG
492,0000950123-10-018111,2010,’s,ORG
493,0000950123-10-018111,2010,the next one or two years,DATE
494,0000950123-10-018111,2010,’s,ORG
495,0000950123-10-018111,2010,daily,DATE
496,0000930413-10-005030,2010,american,NORP
497,0000088053-10-000619,2010,onethird,ORDINAL
498,0000088053-10-000619,2010,1940,DATE
499,0000894189-10-001753,2010,’s,ORG
500,0000894189-10-001753,2010,’s,PRODUCT
501,0000894189-10-001753,2010,1933,DATE
502,0000950123-10-025228,2010,’s,ORG
503,0000950123-10-025228,2010,’s,ORG
504,0001144204-10-040007,2010,60 days,DATE
505,0001144204-10-040007,2010,between 283 billion and 13 billion,MONEY
506,0001144204-10-040007,2010,31 2010,DATE
507,0001144204-10-040007,2010,first,ORDINAL
508,0001144204-10-040007,2010,second,ORDINAL
509,0001144204-10-040007,2010,third,ORDINAL
510,0001144204-10-040007,2010,second,ORDINAL
511,0001209286-10-000588,2010,september 30 2010,DATE
512,0000067590-10-000829,2010,60 days,DATE
513,0000910472-10-000960,2010,’s,ORG
514,0000910472-10-000960,2010,’s,ORG
515,0000910472-10-000960,2010,’s,ORG
516,0000910472-10-000960,2010,’s,ORG
517,0000950123-10-117698,2010,2030,DATE
518,0000950123-10-117698,2010,2030,DATE
519,0000950123-10-117698,2010,the year 2030,DATE
520,0000950123-10-117698,2010,’s,ORG
521,0000950123-10-117698,2010,their retirement years,DATE
522,0000950123-10-117698,2010,year,DATE
523,0000950123-10-117698,2010,approximately twenty years,DATE
524,0000950123-10-117698,2010,’s,ORG
525,0000950123-10-117698,2010,years,DATE
526,0000950123-10-117698,2010,’s,ORG
527,0000950123-10-117698,2010,year,DATE
528,0000950123-10-117698,2010,’s,ORG
529,0000950123-10-117698,2010,’s,ORG
530,0000950123-10-117698,2010,’s,ORG
531,0000950123-10-117698,2010,’s,ORG
532,0000950123-10-117698,2010,’s,ORG
533,0001193125-10-221798,2010,december 31,DATE
534,0001193125-10-221798,2010,three preceding years,DATE
535,0001193125-10-221798,2010,1  ,QUANTITY
536,0001193125-10-221798,2010,’s,ORG
537,0001206774-10-000316,2010,at least 60 days,DATE
538,0001193125-10-081568,2010,american,NORP
539,0001193125-10-081568,2010,’s,ORG
540,0000880195-11-000184,2011,2040,DATE
541,0000880195-11-000184,2011,approximately 10 to 15 years after the year 2040,DATE
542,0000880195-11-000184,2011,march 31 2011,DATE
543,0001193125-11-051828,2011,december 31 2010,DATE
544,0001135428-11-000514,2011,60 days,DATE
545,0001135428-11-000514,2011,up to 12 billion,MONEY
546,0001135428-11-000514,2011,2535,DATE
547,0001135428-11-000514,2011,first,ORDINAL
548,0001135428-11-000514,2011,12 to 18 months,DATE
549,0001193125-11-177233,2011,at least 60 days,DATE
550,0001193125-11-177233,2011,1940,DATE
551,0001193125-11-177233,2011,1940,DATE
552,0001193125-11-177233,2011,3687 billion,MONEY
553,0001193125-11-177233,2011,’s,ORG
554,0001193125-11-177233,2011,33 1  ,QUANTITY
555,0001193125-11-319539,2011,american,NORP
556,0001193125-11-319539,2011,’s,ORG
557,0000930413-11-003435,2011,’s,ORG
558,0000930413-11-003435,2011,march 31 2011,DATE
559,0000930413-11-003435,2011,’s,ORG
560,0000880195-11-000185,2011,approximately 10 to 15 years after the year 2045,DATE
561,0000880195-11-000185,2011,march 31 2011,DATE
562,0001193125-11-355890,2011,approximately 32 billion as,MONEY
563,0001193125-11-355890,2011,31 2011,DATE
564,0000950123-11-021173,2011,december 31 2010,DATE
565,0000950123-11-021173,2011,’s,ORG
566,0001104659-11-020144,2011,2000,DATE
567,0001398344-11-000967,2011,between 2 billion and 10 billion,MONEY
568,0001398344-11-000967,2011,second,ORDINAL
569,0001398344-11-000967,2011,’s,ORG
570,0001398344-11-000967,2011,’s,ORG
571,0001398344-11-000967,2011,an 18 to 24 month,DATE
572,0000930413-11-001706,2011,’s,ORG
573,0000930413-11-001706,2011,annual,DATE
574,0000950123-11-001991,2011,approximately 11 billion to 354 billion as,MONEY
575,0000950123-11-001991,2011,november 30 2010,DATE
576,0000950123-11-001991,2011,’s,ORG
577,0000894189-11-004804,2011,at least 3 billion,MONEY
578,0000894189-11-004804,2011,’s,ORG
579,0000894189-11-004804,2011,’s,ORG
580,0000894189-11-004804,2011,’s,ORG
581,0000894189-11-004804,2011,’s,ORG
582,0001144204-11-011484,2011,annual,DATE
583,0000930413-11-006458,2011,a few years,DATE
584,0000930413-11-006458,2011,year,DATE
585,0000930413-11-006458,2011,a few years of 2010,DATE
586,0000930413-11-006458,2011,’s,ORG
587,0000930413-11-006458,2011,2010,DATE
588,0000930413-11-006458,2011,2017,DATE
589,0000930413-11-006458,2011,2010,DATE
590,0000930413-11-006458,2011,4520,PRODUCT
591,0000930413-11-006458,2011,’s,ORG
592,0000930413-11-006458,2011,’s,ORG
